ref,info
17375838,"<member type=""node"" ref=""11755184341"" role=""platform""/><member type=""node"" ref=""4646788531"" role=""platform""/><member type=""node"" ref=""11755184342"" role=""platform""/><member type=""node"" ref=""11755184343"" role=""platform""/><member type=""node"" ref=""11755184344"" role=""platform""/><member type=""way"" ref=""35113076"" role=""""/><member type=""way"" ref=""1265471325"" role=""""/><member type=""way"" ref=""1265743179"" role=""""/><member type=""way"" ref=""235283467"" role=""""/><member type=""way"" ref=""818991379"" role=""""/><member type=""way"" ref=""818991380"" role=""""/><tag k=""charge"" v=""6000 VND""/><tag k=""colour"" v=""#76C04D""/><tag k=""fee"" v=""yes""/><tag k=""from"" v=""Gò Vấp""/><tag k=""interval"" v=""00:12-00:18""/><tag k=""name"" v=""Gò Vấp - Bên xe Chợ Lớn""/><tag k=""network"" v=""Xe buýt Thành phố Hồ Chí Minh""/><tag k=""network:wikidata"" v=""Q30919670""/><tag k=""opening_hours"" v=""Mo-Su 05:00-19:30""/><tag k=""operator"" v=""Công ty Cổ phần Xe khách Sài Gòn""/><tag k=""ref"" v=""07""/><tag k=""route"" v=""bus""/><tag k=""to"" v=""Bến xe Chợ Lớn""/><tag k=""type"" v=""route""/>"
17375839,"<member type=""relation"" ref=""17375837"" role=""""/><member type=""relation"" ref=""17375838"" role=""""/><tag k=""name"" v=""Bến xe Chợ Lớn - Gò Vấp""/><tag k=""network"" v=""Xe buýt Thành phố Hồ Chí Minh""/><tag k=""network:wikidata"" v=""Q30919670""/><tag k=""operator"" v=""Công ty Cổ phần Xe khách Sài Gòn""/><tag k=""ref"" v=""07""/><tag k=""route_master"" v=""bus""/><tag k=""type"" v=""route_master""/>"
17378945,"<member type=""node"" ref=""4646788531"" role=""platform""/><member type=""node"" ref=""11755184343"" role=""platform""/><member type=""node"" ref=""3162506784"" role=""platform""/><member type=""node"" ref=""11755184342"" role=""platform""/><member type=""node"" ref=""11755184344"" role=""platform""/><member type=""way"" ref=""654858167"" role=""""/><member type=""way"" ref=""1177449288"" role=""""/><member type=""way"" ref=""35115031"" role=""""/><member type=""way"" ref=""1174215951"" role=""""/><member type=""way"" ref=""1265471325"" role=""""/><member type=""way"" ref=""1265743179"" role=""""/><member type=""way"" ref=""235283467"" role=""""/><member type=""way"" ref=""818991379"" role=""""/><member type=""way"" ref=""818991380"" role=""""/><tag k=""charge"" v=""7000 VND""/><tag k=""colour"" v=""#4F0AFF""/><tag k=""fee"" v=""yes""/><tag k=""from"" v=""Đại học Quốc gia""/><tag k=""interval"" v=""00:15-00:25""/><tag k=""name"" v=""Đại học Quốc gia - Bến xe Miền Tây""/><tag k=""network"" v=""Xe buýt Thành phố Hồ Chí Minh""/><tag k=""network:wikidata"" v=""Q30919670""/><tag k=""opening_hours"" v=""Mo-Su 04:45-21:00""/><tag k=""operator"" v=""Công ty Cổ phần Xe khách Sài Gòn""/><tag k=""ref"" v=""10""/><tag k=""route"" v=""bus""/><tag k=""to"" v=""Bến xe Miền Tây""/><tag k=""type"" v=""route""/>"
17378946,"<member type=""node"" ref=""11757109512"" role=""platform""/><member type=""node"" ref=""3116339948"" role=""platform""/><member type=""node"" ref=""11813095034"" role=""platform""/><member type=""node"" ref=""11813095035"" role=""platform""/><member type=""node"" ref=""3116339949"" role=""platform""/><member type=""node"" ref=""3116339946"" role=""platform""/><member type=""way"" ref=""189165773"" role=""""/><member type=""way"" ref=""1018414111"" role=""""/><member type=""way"" ref=""327097661"" role=""""/><member type=""way"" ref=""723832756"" role=""""/><member type=""way"" ref=""1331550078"" role=""""/><member type=""way"" ref=""1331550079"" role=""""/><member type=""way"" ref=""1307177179"" role=""""/><member type=""way"" ref=""1056695383"" role=""""/><member type=""way"" ref=""408246127"" role=""""/><member type=""way"" ref=""723594455"" role=""""/><member type=""way"" ref=""723823267"" role=""""/><member type=""way"" ref=""723823266"" role=""""/><member type=""way"" ref=""408246393"" role=""""/><tag k=""charge"" v=""7000 VND""/><tag k=""colour"" v=""#4F0AFF""/><tag k=""fee"" v=""yes""/><tag k=""from"" v=""Bến xe Miền Tây""/><tag k=""interval"" v=""00:15-00:25""/><tag k=""name"" v=""Bến xe Miền Tây - Đại học Quốc gia""/><tag k=""network"" v=""Xe buýt Thành phố Hồ Chí Minh""/><tag k=""network:wikidata"" v=""Q30919670""/><tag k=""opening_hours"" v=""Mo-Su 04:45-21:00""/><tag k=""operator"" v=""Công ty Cổ phần Xe khách Sài Gòn""/><tag k=""ref"" v=""10""/><tag k=""route"" v=""bus""/><tag k=""to"" v=""Đại học Quốc gia""/><tag k=""type"" v=""route""/>"
17378947,"<member type=""relation"" ref=""17378945"" role=""""/><member type=""relation"" ref=""17378946"" role=""""/><tag k=""name"" v=""Đại học Quốc gia - Bến xe Miền Tây""/><tag k=""network"" v=""Xe buýt Thành phố Hồ Chí Minh""/><tag k=""network:wikidata"" v=""Q30919670""/><tag k=""operator"" v=""Công ty Cổ phần Xe khách Sài Gòn""/><tag k=""ref"" v=""10""/><tag k=""route_master"" v=""bus""/><tag k=""type"" v=""route_master""/>"
17379409,"<member type=""node"" ref=""10741748105"" role=""platform_entry_only""/><member type=""node"" ref=""11757386615"" role=""platform""/><member type=""node"" ref=""11757386616"" role=""platform""/><member type=""node"" ref=""3160535889"" role=""platform""/><member type=""way"" ref=""1265213596"" role=""""/><member type=""way"" ref=""1174192435"" role=""""/><member type=""way"" ref=""285894645"" role=""""/><member type=""way"" ref=""1218693155"" role=""""/><member type=""way"" ref=""682105048"" role=""""/><member type=""way"" ref=""682107400"" role=""""/><member type=""way"" ref=""550955110"" role=""""/><member type=""way"" ref=""1267006225"" role=""""/><member type=""way"" ref=""682105050"" role=""""/><member type=""way"" ref=""817119560"" role=""""/><member type=""way"" ref=""1267913078"" role=""""/><member type=""way"" ref=""1217870281"" role=""""/><member type=""way"" ref=""1128345003"" role=""""/><member type=""way"" ref=""1128345002"" role=""""/><member type=""way"" ref=""1185864079"" role=""""/><member type=""way"" ref=""1128345001"" role=""""/><member type=""way"" ref=""719043756"" role=""""/><member type=""way"" ref=""1265743177"" role=""""/><member type=""way"" ref=""257394825"" role=""""/><member type=""way"" ref=""220863461"" role=""""/><member type=""way"" ref=""818385418"" role=""""/><member type=""way"" ref=""723823269"" role=""""/><member type=""way"" ref=""35115032"" role=""""/><member type=""way"" ref=""230935041"" role=""""/><member type=""way"" ref=""223637314"" role=""""/><member type=""way"" ref=""817507913"" role=""""/><member type=""way"" ref=""1271931206"" role=""""/><member type=""way"" ref=""1214266137"" role=""""/><member type=""way"" ref=""408200597"" role=""""/><member type=""way"" ref=""723823265"" role=""""/><member type=""way"" ref=""724496036"" role=""""/><member type=""way"" ref=""1180975823"" role=""""/><member type=""way"" ref=""723823268"" role=""""/><member type=""way"" ref=""1265700916"" role=""""/><member type=""way"" ref=""35115031"" role=""""/><member type=""way"" ref=""1174215951"" role=""""/><member type=""way"" ref=""1265471325"" role=""""/><member type=""way"" ref=""32588532"" role=""""/><member type=""node"" ref=""4616360490"" role=""platform""/><member type=""node"" ref=""6315672385"" role=""platform""/><member type=""node"" ref=""6956317386"" role=""platform""/><member type=""node"" ref=""6795152088"" role=""platform""/><member type=""node"" ref=""11811380950"" role=""platform""/><member type=""node"" ref=""3164258340"" role=""platform""/><tag k=""charge"" v=""10000 VND""/><tag k=""colour"" v=""#76C04D""/><tag k=""fee"" v=""yes""/><tag k=""from"" v=""Bến xe Sài Gòn""/><tag k=""interval"" v=""00:15-00:20""/><tag k=""name"" v=""Bến xe Sài Gòn - Bến xe Củ Chi""/><tag k=""network"" v=""Xe buýt Thành phố Hồ Chí Minh""/><tag k=""network:wikidata"" v=""Q30919670""/><tag k=""opening_hours"" v=""Mo-Su 04:00-19:45""/><tag k=""operator"" v=""Hợp tác xã vận tải xe buýt và du lịch Quyết Tiến;Hợp tác xã vận tải 19/5""/><tag k=""ref"" v=""13""/><tag k=""route"" v=""bus""/><tag k=""to"" v=""Bến xe Củ Chi""/><tag k=""type"" v=""route""/>"
17379410,"<member type=""node"" ref=""11757386651"" role=""platform""/><member type=""node"" ref=""3164258338"" role=""platform""/><member type=""node"" ref=""10741748105"" role=""platform_exit_only""/><member type=""way"" ref=""32588532"" role=""""/><member type=""way"" ref=""1265743179"" role=""""/><member type=""way"" ref=""1174211369"" role=""""/><member type=""way"" ref=""1265471315"" role=""""/><member type=""way"" ref=""1265743178"" role=""""/><member type=""way"" ref=""723823268"" role=""""/><member type=""way"" ref=""1180975823"" role=""""/><member type=""way"" ref=""724496035"" role=""""/><member type=""way"" ref=""230934665"" role=""""/><member type=""way"" ref=""1185423293"" role=""""/><member type=""way"" ref=""266769168"" role=""""/><member type=""way"" ref=""817507914"" role=""""/><member type=""way"" ref=""230934667"" role=""""/><member type=""way"" ref=""466513741"" role=""""/><member type=""way"" ref=""1144283678"" role=""""/><member type=""way"" ref=""1180976159"" role=""""/><member type=""way"" ref=""724436409"" role=""""/><member type=""way"" ref=""220862996"" role=""""/><member type=""way"" ref=""1265743189"" role=""""/><member type=""way"" ref=""1267138239"" role=""""/><member type=""way"" ref=""466200149"" role=""""/><member type=""way"" ref=""192680173"" role=""""/><member type=""way"" ref=""1019637992"" role=""""/><member type=""way"" ref=""1289160316"" role=""""/><member type=""way"" ref=""1175008029"" role=""""/><member type=""way"" ref=""1185425438"" role=""""/><member type=""way"" ref=""1019411753"" role=""""/><member type=""node"" ref=""11757386653"" role=""platform""/><member type=""node"" ref=""3164258339"" role=""platform""/><member type=""node"" ref=""3164237717"" role=""platform""/><member type=""node"" ref=""11625833669"" role=""platform""/><member type=""node"" ref=""3166133532"" role=""platform""/><member type=""node"" ref=""3334343861"" role=""platform""/><tag k=""charge"" v=""10000 VND""/><tag k=""colour"" v=""#76C04D""/><tag k=""fee"" v=""yes""/><tag k=""from"" v=""Bến xe Củ Chi""/><tag k=""interval"" v=""00:15-00:20""/><tag k=""name"" v=""Bến xe Củ Chi - Bến xe Sài Gòn""/><tag k=""network"" v=""Xe buýt Thành phố Hồ Chí Minh""/><tag k=""network:wikidata"" v=""Q30919670""/><tag k=""opening_hours"" v=""Mo-Su 04:00-19:45""/><tag k=""operator"" v=""Hợp tác xã vận tải xe buýt và du lịch Quyết Tiến;Hợp tác xã vận tải 19/5""/><tag k=""ref"" v=""13""/><tag k=""route"" v=""bus""/><tag k=""to"" v=""Bến xe Sài Gòn""/><tag k=""type"" v=""route""/>"
17379411,"<member type=""relation"" ref=""17379409"" role=""""/><member type=""relation"" ref=""17379410"" role=""""/><tag k=""name"" v=""Bến xe Sài Gòn - Bến xe Củ Chi""/><tag k=""network"" v=""Xe buýt Thành phố Hồ Chí Minh""/><tag k=""network:wikidata"" v=""Q30919670""/><tag k=""operator"" v=""Hợp tác xã vận tải xe buýt và du lịch Quyết Tiến;Hợp tác xã vận tải 19/5""/><tag k=""ref"" v=""13""/><tag k=""route_master"" v=""bus""/><tag k=""type"" v=""route_master""/>"
17379412,"<member type=""node"" ref=""8995419789"" role=""platform""/><member type=""node"" ref=""8995419790"" role=""platform""/><member type=""node"" ref=""8995419792"" role=""platform""/><member type=""node"" ref=""11754611900"" role=""platform""/><member type=""node"" ref=""8995419799"" role=""platform""/><member type=""node"" ref=""8995419800"" role=""platform""/><member type=""node"" ref=""8995419804"" role=""platform""/><member type=""node"" ref=""11754611901"" role=""platform""/><member type=""node"" ref=""8995419807"" role=""platform""/><member type=""node"" ref=""11757386658"" role=""platform""/><member type=""node"" ref=""6315683491"" role=""platform""/><member type=""node"" ref=""3150775225"" role=""platform""/><member type=""way"" ref=""35114207"" role=""""/><member type=""way"" ref=""1176155754"" role=""""/><member type=""way"" ref=""701023320"" role=""""/><member type=""way"" ref=""227742838"" role=""""/><member type=""way"" ref=""230935039"" role=""""/><member type=""way"" ref=""1271423730"" role=""""/><member type=""way"" ref=""1216735393"" role=""""/><member type=""way"" ref=""288732438"" role=""""/><member type=""way"" ref=""1184422967"" role=""""/><member type=""way"" ref=""327181435"" role=""""/><member type=""way"" ref=""327097636"" role=""""/><member type=""way"" ref=""431656677"" role=""""/><member type=""way"" ref=""39513492"" role=""""/><member type=""way"" ref=""1271931207"" role=""""/><member type=""way"" ref=""721696781"" role=""""/><tag k=""charge"" v=""6000 VND""/><tag k=""colour"" v=""#76C04D""/><tag k=""fee"" v=""yes""/><tag k=""from"" v=""Bến xe Miền Đông""/><tag k=""interval"" v=""00:08-00:12""/><tag k=""name"" v=""Bến xe Miền Đông - 3/2 - Bến xe Miền Tây""/><tag k=""network"" v=""Xe buýt Thành phố Hồ Chí Minh""/><tag k=""network:wikidata"" v=""Q30919670""/><tag k=""opening_hours"" v=""Mo-Su 04:00-20:00""/><tag k=""operator"" v=""Liên hiệp hợp tác xã vận tải thành phố""/><tag k=""ref"" v=""14""/><tag k=""route"" v=""bus""/><tag k=""to"" v=""Bến xe Miền Tây""/><tag k=""type"" v=""route""/><tag k=""via"" v=""Đường 3/2""/>"
17379413,"<member type=""node"" ref=""3150775226"" role=""platform""/><member type=""node"" ref=""11757445973"" role=""platform""/><member type=""node"" ref=""11757445974"" role=""platform""/><member type=""node"" ref=""8995806225"" role=""platform""/><member type=""node"" ref=""8995806226"" role=""platform""/><member type=""node"" ref=""8995806227"" role=""platform""/><member type=""node"" ref=""8995806228"" role=""platform""/><member type=""node"" ref=""8995806230"" role=""platform""/><member type=""way"" ref=""1185901506"" role=""""/><member type=""way"" ref=""1219536774"" role=""""/><member type=""way"" ref=""1219536775"" role=""""/><member type=""way"" ref=""242309084"" role=""""/><member type=""way"" ref=""1265743197"" role=""""/><member type=""way"" ref=""971692803"" role=""""/><member type=""way"" ref=""1265471309"" role=""""/><member type=""way"" ref=""1265471299"" role=""""/><member type=""way"" ref=""971692802"" role=""""/><member type=""way"" ref=""1242387250"" role=""""/><member type=""way"" ref=""35113070"" role=""""/><member type=""way"" ref=""1182800402"" role=""""/><member type=""way"" ref=""715839334"" role=""""/><member type=""way"" ref=""723849326"" role=""""/><member type=""way"" ref=""1185915486"" role=""""/><member type=""way"" ref=""288732439"" role=""""/><member type=""way"" ref=""1144283676"" role=""""/><member type=""way"" ref=""817513414"" role=""""/><member type=""way"" ref=""1267006214"" role=""""/><member type=""way"" ref=""227739703"" role=""""/><member type=""way"" ref=""326849844"" role=""""/><member type=""way"" ref=""1201009711"" role=""""/><member type=""way"" ref=""193256696"" role=""""/><member type=""way"" ref=""1313420763"" role=""""/><member type=""way"" ref=""1267006215"" role=""""/><tag k=""charge"" v=""6000 VND""/><tag k=""colour"" v=""#76C04D""/><tag k=""fee"" v=""yes""/><tag k=""from"" v=""Bến xe Miền Tây""/><tag k=""interval"" v=""00:08-00:12""/><tag k=""name"" v=""Bến xe Miền Tây - 3/2 - Bến xe Miền Đông""/><tag k=""network"" v=""Xe buýt Thành phố Hồ Chí Minh""/><tag k=""network:wikidata"" v=""Q30919670""/><tag k=""opening_hours"" v=""Mo-Su 04:00-20:00""/><tag k=""operator"" v=""Liên hiệp hợp tác xã vận tải thành phố""/><tag k=""ref"" v=""14""/><tag k=""route"" v=""bus""/><tag k=""to"" v=""Bến xe Miền Đông""/><tag k=""type"" v=""route""/><tag k=""via"" v=""Đường 3/2""/>"
17379414,"<member type=""relation"" ref=""17379412"" role=""""/><member type=""relation"" ref=""17379413"" role=""""/><tag k=""name"" v=""Bến xe Miền Đông - 3/2 - Bến xe Miền Tây""/><tag k=""network"" v=""Xe buýt Thành phố Hồ Chí Minh""/><tag k=""network:wikidata"" v=""Q30919670""/><tag k=""operator"" v=""Liên hiệp hợp tác xã vận tải thành phố""/><tag k=""ref"" v=""14""/><tag k=""route_master"" v=""bus""/><tag k=""type"" v=""route_master""/>"
17381087,"<member type=""node"" ref=""10741748105"" role=""platform_entry_only""/><member type=""node"" ref=""4616360490"" role=""platform""/><member type=""node"" ref=""6315672385"" role=""platform""/><member type=""node"" ref=""6956317386"" role=""platform""/><member type=""node"" ref=""9402954183"" role=""platform""/><member type=""node"" ref=""9470667891"" role=""platform""/><member type=""node"" ref=""7739047808"" role=""platform""/><member type=""node"" ref=""6128564185"" role=""platform""/><member type=""node"" ref=""3168095079"" role=""platform""/><member type=""node"" ref=""3168095080"" role=""platform""/><member type=""way"" ref=""1265213596"" role=""""/><member type=""way"" ref=""1174192435"" role=""""/><member type=""way"" ref=""285894645"" role=""""/><member type=""way"" ref=""1218693155"" role=""""/><member type=""way"" ref=""682105048"" role=""""/><member type=""way"" ref=""682107400"" role=""""/><member type=""way"" ref=""550955110"" role=""""/><member type=""way"" ref=""1267006225"" role=""""/><member type=""way"" ref=""682105050"" role=""""/><member type=""way"" ref=""817119560"" role=""""/><member type=""way"" ref=""1267913078"" role=""""/><member type=""way"" ref=""1217870281"" role=""""/><member type=""way"" ref=""1128344409"" role=""""/><member type=""way"" ref=""326848007"" role=""""/><member type=""way"" ref=""1019513540"" role=""""/><member type=""way"" ref=""719035066"" role=""""/><member type=""way"" ref=""703812263"" role=""""/><member type=""way"" ref=""1018203944"" role=""""/><member type=""way"" ref=""1265997675"" role=""""/><member type=""way"" ref=""1174209077"" role=""""/><member type=""way"" ref=""1185248892"" role=""""/><member type=""way"" ref=""1232849513"" role=""""/><member type=""way"" ref=""1232849516"" role=""""/><member type=""way"" ref=""35113743"" role=""""/><member type=""way"" ref=""329878186"" role=""""/><member type=""way"" ref=""747231131"" role=""""/><member type=""way"" ref=""678315474"" role=""""/><member type=""way"" ref=""803279638"" role=""""/><tag k=""charge"" v=""6000 VND""/><tag k=""colour"" v=""#4F0AFF""/><tag k=""fee"" v=""yes""/><tag k=""from"" v=""Bến Thành""/><tag k=""interval"" v=""00:10-00:20""/><tag k=""name"" v=""Bến Thành - Chợ Hiệp Thành""/><tag k=""network"" v=""Xe buýt Thành phố Hồ Chí Minh""/><tag k=""network:wikidata"" v=""Q30919670""/><tag k=""opening_hours"" v=""Mo-Su 04:30-20:30""/><tag k=""operator"" v=""Hợp tác xã vận tải 19/5""/><tag k=""ref"" v=""18""/><tag k=""route"" v=""bus""/><tag k=""to"" v=""Chợ HIệp Thành""/><tag k=""type"" v=""route""/>"
17381088,"<member type=""node"" ref=""11754611890"" role=""platform""/><member type=""node"" ref=""3168120097"" role=""platform""/><member type=""node"" ref=""11754611892"" role=""platform""/><member type=""node"" ref=""9402954188"" role=""platform""/><member type=""node"" ref=""6789351748"" role=""platform""/><member type=""node"" ref=""3166133532"" role=""platform""/><member type=""node"" ref=""3334343861"" role=""platform""/><member type=""node"" ref=""10741748105"" role=""platform_exit_only""/><member type=""way"" ref=""803279638"" role=""""/><member type=""way"" ref=""758852506"" role=""""/><member type=""way"" ref=""749986988"" role=""""/><member type=""way"" ref=""329878183"" role=""""/><member type=""way"" ref=""1267913090"" role=""""/><member type=""way"" ref=""329878184"" role=""""/><member type=""way"" ref=""1267913093"" role=""""/><member type=""way"" ref=""703812379"" role=""""/><member type=""way"" ref=""719035063"" role=""""/><member type=""way"" ref=""1128344410"" role=""""/><member type=""way"" ref=""1128345002"" role=""""/><member type=""way"" ref=""1185864079"" role=""""/><member type=""way"" ref=""1128345001"" role=""""/><member type=""way"" ref=""1132278756"" role=""""/><member type=""way"" ref=""245571623"" role=""""/><member type=""way"" ref=""1220049397"" role=""""/><member type=""way"" ref=""723893361"" role=""""/><member type=""way"" ref=""326770977"" role=""""/><member type=""way"" ref=""1289160316"" role=""""/><member type=""way"" ref=""1175008029"" role=""""/><member type=""way"" ref=""1185425438"" role=""""/><member type=""way"" ref=""1019411753"" role=""""/><tag k=""charge"" v=""6000 VND""/><tag k=""colour"" v=""#4F0AFF""/><tag k=""fee"" v=""yes""/><tag k=""from"" v=""Chợ Hiệp Thành""/><tag k=""interval"" v=""00:10-00:20""/><tag k=""name"" v=""Chợ Hiệp Thành - Bến Thành""/><tag k=""network"" v=""Xe buýt Thành phố Hồ Chí Minh""/><tag k=""network:wikidata"" v=""Q30919670""/><tag k=""opening_hours"" v=""Mo-Su 04:30-20:30""/><tag k=""operator"" v=""Hợp tác xã vận tải 19/5""/><tag k=""ref"" v=""18""/><tag k=""route"" v=""bus""/><tag k=""to"" v=""Bến Thành""/><tag k=""type"" v=""route""/>"
17381089,"<member type=""relation"" ref=""17381087"" role=""""/><member type=""relation"" ref=""17381088"" role=""""/><tag k=""name"" v=""Bến Thành - Chợ Hiệp Thành""/><tag k=""network"" v=""Xe buýt Thành phố Hồ Chí Minh""/><tag k=""network:wikidata"" v=""Q30919670""/><tag k=""operator"" v=""Hợp tác xã vận tải 19/5""/><tag k=""ref"" v=""18""/><tag k=""route_master"" v=""bus""/><tag k=""type"" v=""route_master""/>"
17384717,"<member type=""node"" ref=""10741748105"" role=""platform_entry_only""/><member type=""node"" ref=""4616360490"" role=""platform""/><member type=""node"" ref=""6315672385"" role=""platform""/><member type=""node"" ref=""6956317386"" role=""platform""/><member type=""node"" ref=""9402954176"" role=""platform""/><member type=""node"" ref=""9470667890"" role=""platform""/><member type=""node"" ref=""9470667891"" role=""platform""/><member type=""node"" ref=""6315672832"" role=""platform""/><member type=""node"" ref=""7520799016"" role=""platform""/><member type=""node"" ref=""5416310315"" role=""platform""/><member type=""node"" ref=""3339195232"" role=""platform""/><member type=""node"" ref=""3166179576"" role=""platform""/><member type=""way"" ref=""1265213596"" role=""""/><member type=""way"" ref=""1174192435"" role=""""/><member type=""way"" ref=""285894645"" role=""""/><member type=""way"" ref=""1218693155"" role=""""/><member type=""way"" ref=""682105048"" role=""""/><member type=""way"" ref=""682107400"" role=""""/><member type=""way"" ref=""550955110"" role=""""/><member type=""way"" ref=""1267006225"" role=""""/><member type=""way"" ref=""682105050"" role=""""/><member type=""way"" ref=""817119560"" role=""""/><member type=""way"" ref=""1267913078"" role=""""/><member type=""way"" ref=""1217870281"" role=""""/><member type=""way"" ref=""1128344409"" role=""""/><member type=""way"" ref=""326848007"" role=""""/><member type=""way"" ref=""719035057"" role=""""/><member type=""way"" ref=""703812263"" role=""""/><member type=""way"" ref=""1271931188"" role=""""/><member type=""way"" ref=""621157032"" role=""""/><member type=""way"" ref=""1027351472"" role=""""/><member type=""way"" ref=""1182433767"" role=""""/><member type=""way"" ref=""267605894"" role=""""/><member type=""way"" ref=""165367634"" role=""""/><member type=""way"" ref=""718479775"" role=""""/><member type=""way"" ref=""323397719"" role=""""/><member type=""way"" ref=""306072865"" role=""""/><member type=""way"" ref=""35114821"" role=""""/><member type=""way"" ref=""696974352"" role=""""/><member type=""way"" ref=""326848005"" role=""""/><member type=""way"" ref=""35114854"" role=""""/><member type=""way"" ref=""326848006"" role=""""/><member type=""way"" ref=""863689512"" role=""""/><member type=""way"" ref=""1278461437"" role=""""/><member type=""way"" ref=""329878178"" role=""""/><tag k=""charge"" v=""7000 VND""/><tag k=""colour"" v=""#4F0AFF""/><tag k=""fee"" v=""yes""/><tag k=""from"" v=""Bến xe Sài Gòn""/><tag k=""interval"" v=""00:08-00:12""/><tag k=""name"" v=""Bến xe Sài Gòn - Khu chế xuất Linh Trung - Đại học Quốc gia""/><tag k=""network"" v=""Xe buýt Thành phố Hồ Chí Minh""/><tag k=""network:wikidata"" v=""Q30919670""/><tag k=""opening_hours"" v=""Mo-Su 05:00-20:15""/><tag k=""operator"" v=""Hợp tác xã vận tải 19/5""/><tag k=""ref"" v=""19""/><tag k=""route"" v=""bus""/><tag k=""to"" v=""Đại học Quốc gia""/><tag k=""type"" v=""route""/><tag k=""via"" v=""Khu chế xuất Linh Trung""/>"
17384718,"<member type=""node"" ref=""11753290077"" role=""platform""/><member type=""node"" ref=""11753290078"" role=""platform""/><member type=""node"" ref=""3124681592"" role=""platform""/><member type=""node"" ref=""7520799030"" role=""platform""/><member type=""node"" ref=""9468454790"" role=""platform""/><member type=""node"" ref=""9468454791"" role=""platform""/><member type=""node"" ref=""6789351748"" role=""platform""/><member type=""node"" ref=""3166133532"" role=""platform""/><member type=""node"" ref=""3334343861"" role=""platform""/><member type=""node"" ref=""10741748105"" role=""platform_exit_only""/><member type=""node"" ref=""9402954189"" role=""platform""/><member type=""way"" ref=""329878178"" role=""""/><member type=""way"" ref=""1278461437"" role=""""/><member type=""way"" ref=""863689512"" role=""""/><member type=""way"" ref=""326848006"" role=""""/><member type=""way"" ref=""35114854"" role=""""/><member type=""way"" ref=""327181429"" role=""""/><member type=""way"" ref=""193085683"" role=""""/><member type=""way"" ref=""409294121"" role=""""/><member type=""way"" ref=""1177488209"" role=""""/><member type=""way"" ref=""1271931190"" role=""""/><member type=""way"" ref=""1018203946"" role=""""/><member type=""way"" ref=""1265997677"" role=""""/><member type=""way"" ref=""703812379"" role=""""/><member type=""way"" ref=""719035061"" role=""""/><member type=""way"" ref=""719035064"" role=""""/><member type=""way"" ref=""1128344410"" role=""""/><member type=""way"" ref=""1185864079"" role=""""/><member type=""way"" ref=""1128345001"" role=""""/><member type=""way"" ref=""1132278756"" role=""""/><member type=""way"" ref=""245571623"" role=""""/><member type=""way"" ref=""1220049397"" role=""""/><member type=""way"" ref=""723893361"" role=""""/><member type=""way"" ref=""326770977"" role=""""/><member type=""way"" ref=""1289160316"" role=""""/><member type=""way"" ref=""1175008029"" role=""""/><member type=""way"" ref=""1185425438"" role=""""/><member type=""way"" ref=""1019411753"" role=""""/><tag k=""charge"" v=""7000 VND""/><tag k=""colour"" v=""#4F0AFF""/><tag k=""fee"" v=""yes""/><tag k=""from"" v=""Đại học Quốc gia""/><tag k=""interval"" v=""00:08-00:12""/><tag k=""name"" v=""Đại học Quốc gia - Khu chế xuất Linh Trung - Bến xe Sài Gòn""/><tag k=""network"" v=""Xe buýt Thành phố Hồ Chí Minh""/><tag k=""network:wikidata"" v=""Q30919670""/><tag k=""opening_hours"" v=""Mo-Su 05:00-20:15""/><tag k=""operator"" v=""Hợp tác xã vận tải 19/5""/><tag k=""ref"" v=""19""/><tag k=""route"" v=""bus""/><tag k=""to"" v=""Bến xe Sài Gòn""/><tag k=""type"" v=""route""/><tag k=""via"" v=""Khu chế xuất Linh Trung""/>"
17384719,"<member type=""relation"" ref=""17384717"" role=""""/><member type=""relation"" ref=""17384718"" role=""""/><tag k=""name"" v=""Bến xe Sài Gòn - Khu chế xuất Linh Trung - Đại học Quốc gia""/><tag k=""network"" v=""Xe buýt Thành phố Hồ Chí Minh""/><tag k=""network:wikidata"" v=""Q30919670""/><tag k=""operator"" v=""Hợp tác xã vận tải 19/5""/><tag k=""ref"" v=""19""/><tag k=""route_master"" v=""bus""/><tag k=""type"" v=""route_master""/>"
